date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,ALLSKY_SFC_SW_DWN,WS2M
2017-07-07,30.28,35.26,26.3,1.97,61.98,15.7,2.93
2017-07-08,29.84,34.79,25.51,3.43,61.91,12.32,3.02
2017-07-09,30.57,35.93,25.79,0.94,56.48,17.38,3.18
2017-07-10,30.56,35.55,26.06,0.58,56.95,23.3,3.28
2017-07-11,30.59,34.99,26.67,1.81,59.4,20.53,3.48
2017-07-12,30.49,35.6,25.87,2.14,59.38,11.31,1.81
2017-07-13,31.63,38.27,26.23,0.55,53.78,20.52,4.02
2017-07-14,31.05,36.61,25.77,0.05,47.01,10.17,4.04
2017-07-15,30.79,35.76,25.71,0.24,54.71,17.22,4.12
2017-07-16,31.81,38.11,26.78,0.1,50.11,17.39,4.57
2017-07-17,31.18,37.0,26.77,0.02,51.33,17.06,5.42
2017-07-18,31.05,35.84,27.24,0.15,55.94,14.73,5.41
2017-07-19,31.01,35.71,27.12,0.31,55.2,15.4,5.41
2017-07-20,31.67,38.1,26.51,0.18,53.85,20.8,5.36
2017-07-21,32.16,37.99,27.35,0.26,51.04,22.58,4.51
2017-07-22,32.07,37.16,27.54,0.07,53.1,22.07,3.82
2017-07-23,32.69,38.99,27.62,0.05,52.13,21.21,4.03
2017-07-24,33.07,38.96,28.2,0.2,50.24,23.04,3.44
2017-07-25,33.77,40.2,28.19,0.32,46.78,22.69,3.23
2017-07-26,33.32,38.82,28.82,0.38,48.89,20.37,3.17
2017-07-27,32.96,39.61,28.21,3.64,49.49,23.07,3.58
2017-07-28,32.49,39.41,27.71,2.97,53.67,21.15,3.09
2017-07-29,30.9,34.83,27.68,2.93,61.61,19.54,2.27
2017-07-30,29.87,33.02,27.09,7.23,69.59,14.59,2.26
2017-07-31,28.97,31.8,26.45,24.91,77.95,20.38,1.87
2017-08-01,30.16,34.72,25.92,3.92,68.05,22.76,2.13
2017-08-02,30.37,35.91,26.03,4.01,66.13,20.66,2.71
2017-08-03,30.73,36.08,26.26,0.85,61.06,21.96,3.63
2017-08-04,30.93,35.83,26.26,0.21,61.65,17.44,3.58
2017-08-05,30.75,35.92,26.6,0.34,61.36,14.08,4.27
2017-08-06,31.06,36.45,26.24,0.86,61.95,20.3,2.99
2017-08-07,29.9,34.44,26.42,4.87,67.71,18.61,2.67
2017-08-08,29.28,32.98,26.41,8.63,71.62,21.86,1.97
2017-08-09,28.7,32.58,25.9,27.97,76.81,19.74,1.73
2017-08-10,28.66,31.89,25.92,11.1,77.06,21.41,0.89
2017-08-11,28.67,32.66,25.79,8.08,74.9,20.88,2.5
2017-08-12,28.68,32.68,24.39,4.27,70.56,20.65,2.02
2017-08-13,26.57,28.89,24.81,23.5,85.16,17.97,2.14
2017-08-14,27.23,30.14,24.87,7.92,82.12,16.34,1.18
2017-08-15,27.81,32.4,23.76,3.02,75.21,18.23,1.84
2017-08-16,28.06,32.26,24.82,4.88,76.35,24.06,2.35
2017-08-17,28.01,32.47,24.24,3.18,77.22,15.29,2.83
2017-08-18,27.76,31.41,24.83,6.45,77.65,17.45,2.83
2017-08-19,28.49,33.94,24.35,3.12,73.08,18.57,4.09
2017-08-20,28.9,35.04,24.1,2.68,69.36,19.67,3.92
2017-08-21,28.7,34.55,24.24,2.2,71.78,20.06,3.49
2017-08-22,28.95,33.98,24.27,1.86,71.14,16.7,2.44
2017-08-23,29.21,34.14,25.42,1.49,71.9,21.83,1.88
2017-08-24,27.85,30.44,25.92,7.98,80.42,13.3,1.4
2017-08-25,29.17,33.85,25.0,0.82,72.73,11.53,1.91
2017-08-26,29.34,34.37,25.2,2.51,70.65,24.14,2.77
2017-08-27,29.18,34.52,25.25,1.18,71.32,14.12,3.76
2017-08-28,29.15,34.43,25.27,0.29,69.72,16.64,3.97
2017-08-29,29.38,34.87,25.37,0.15,67.26,17.13,4.33
2017-08-30,29.98,36.16,25.05,2.66,67.64,23.67,2.85
2017-08-31,28.82,32.55,25.27,2.38,75.74,18.74,1.74
2017-09-01,27.35,29.31,26.06,8.89,85.22,16.54,1.06
2017-09-02,28.48,31.94,25.57,9.11,80.2,21.26,1.11
2017-09-03,28.71,34.03,24.05,1.3,74.25,22.07,1.81
2017-09-04,28.73,32.24,25.24,2.4,77.52,20.18,1.14
2017-09-05,28.99,32.74,25.8,3.98,79.81,21.96,1.65
2017-09-06,28.18,31.4,25.61,2.89,81.38,20.55,2.21
2017-09-07,28.3,32.32,25.74,3.96,81.02,18.49,1.98
2017-09-08,27.78,31.55,25.0,6.89,82.42,19.35,1.94
2017-09-09,27.76,31.13,25.15,3.26,81.55,13.89,1.43
2017-09-10,28.45,32.76,24.89,1.32,75.03,19.68,1.09
2017-09-11,28.57,32.77,25.15,0.96,78.76,17.63,2.08
2017-09-12,28.15,31.89,24.99,1.41,79.74,20.31,1.91
2017-09-13,27.75,30.85,25.31,6.67,83.14,21.39,2.21
2017-09-14,27.17,30.24,24.71,4.61,85.42,15.22,2.38
2017-09-15,27.52,30.9,24.53,0.55,81.08,20.74,2.05
2017-09-16,27.51,30.87,24.71,7.65,83.51,18.14,2.69
2017-09-17,27.78,32.65,24.63,0.87,76.49,11.21,4.0
2017-09-18,28.19,33.96,24.05,2.32,75.06,17.74,4.19
2017-09-19,28.53,34.22,23.67,0.16,73.65,19.74,3.99
2017-09-20,28.86,34.56,24.03,0.04,71.39,20.65,3.92
2017-09-21,28.8,34.75,23.42,0.01,67.76,23.9,3.45
2017-09-22,29.24,34.7,23.89,0.17,68.43,21.56,2.06
2017-09-23,29.24,33.85,24.97,0.58,71.94,21.74,1.73
2017-09-24,28.17,31.17,25.45,9.05,79.49,19.51,1.75
2017-09-25,27.52,30.77,25.06,6.75,80.7,19.08,2.05
2017-09-26,27.54,31.65,24.55,3.09,79.6,14.69,2.47
2017-09-27,27.65,31.59,24.7,5.53,78.58,13.82,2.42
2017-09-28,27.1,30.86,24.41,9.19,80.67,17.8,3.29
2017-09-29,27.88,33.67,22.89,0.08,74.07,17.16,2.92
2017-09-30,29.26,34.77,24.24,0.27,73.45,17.52,2.75
2017-10-01,29.47,34.14,25.47,0.38,73.02,15.83,2.51
2017-10-02,29.65,34.8,24.99,0.31,71.0,22.55,2.3
2017-10-03,29.17,33.17,25.91,2.62,75.48,21.92,2.47
2017-10-04,28.75,32.5,25.38,4.78,78.39,17.39,1.45
2017-10-05,28.19,31.59,25.43,6.17,81.49,21.04,1.34
2017-10-06,27.37,29.88,25.55,4.42,84.09,16.3,2.18
2017-10-07,28.24,32.81,24.13,0.66,74.45,18.39,2.12
2017-10-08,29.08,33.74,25.15,1.21,76.2,20.79,2.01
2017-10-09,28.64,31.94,25.71,2.85,80.44,20.59,1.35
2017-10-10,28.5,32.17,25.51,2.49,80.59,21.62,1.41
2017-10-11,27.27,30.35,24.73,8.27,78.49,19.85,2.52
2017-10-12,28.22,33.33,23.42,5.03,73.78,8.45,1.54
2017-10-13,27.48,30.38,24.98,1.93,78.65,8.9,1.54
2017-10-14,27.19,31.42,24.02,6.77,80.45,14.13,2.14
2017-10-15,27.3,32.23,23.66,1.42,74.52,10.56,3.07
2017-10-16,27.4,31.5,24.04,2.07,76.51,5.73,2.51
2017-10-17,27.35,31.84,23.95,1.27,74.83,5.85,2.55
2017-10-18,28.54,34.52,23.46,0.1,72.64,14.49,2.17
2017-10-19,29.1,33.51,25.55,0.19,72.67,20.35,1.88
2017-10-20,28.87,33.22,25.52,0.8,76.0,19.33,2.35
2017-10-21,28.43,32.78,25.27,7.26,79.87,16.93,3.16
2017-10-22,28.85,33.8,25.2,4.59,75.82,19.12,2.21
2017-10-23,27.74,32.46,23.65,0.62,77.03,16.75,2.06
2017-10-24,28.18,32.05,25.07,0.7,77.86,18.33,1.13
2017-10-25,27.98,32.14,25.18,1.97,78.38,15.4,1.72
2017-10-26,27.75,32.33,24.4,3.4,77.28,20.32,1.81
2017-10-27,27.59,32.29,24.13,6.34,77.46,16.74,2.27
2017-10-28,27.14,30.57,24.74,7.57,80.77,15.7,2.75
2017-10-29,27.47,31.71,24.09,2.29,78.97,18.27,3.5
2017-10-30,25.9,28.14,24.46,53.49,89.17,3.31,3.55
2017-10-31,25.45,27.6,23.92,25.32,90.73,10.06,3.02
2017-11-01,25.29,27.49,23.91,10.88,92.13,9.17,2.91
2017-11-02,25.51,27.89,24.03,21.95,91.76,7.23,3.0
2017-11-03,25.42,27.9,23.63,28.28,91.48,14.32,2.74
2017-11-04,25.13,26.95,23.6,41.04,91.63,5.73,2.73
2017-11-05,26.05,28.73,24.05,20.55,90.25,13.85,3.03
2017-11-06,25.69,27.33,24.54,12.81,91.52,9.11,2.41
2017-11-07,25.59,27.84,24.19,10.35,92.09,14.94,2.31
2017-11-08,25.47,27.73,23.92,9.9,91.43,16.09,2.46
2017-11-09,25.55,29.64,22.28,0.23,85.85,21.64,3.18
2017-11-10,24.84,27.3,22.55,23.71,89.68,6.59,4.27
2017-11-11,24.91,27.68,22.86,8.28,89.61,13.91,3.31
2017-11-12,24.09,27.09,21.59,1.04,86.14,11.21,3.27
2017-11-13,25.34,29.49,21.89,1.36,86.51,12.43,2.6
2017-11-14,25.98,29.44,23.44,7.81,87.26,15.94,1.9
2017-11-15,26.55,30.82,23.08,7.77,86.7,14.56,1.57
2017-11-16,26.74,30.65,23.98,1.83,85.37,16.42,1.61
2017-11-17,26.8,30.98,23.36,0.09,82.91,17.05,1.21
2017-11-18,26.64,30.86,22.85,0.03,83.21,18.24,1.08
2017-11-19,26.24,29.25,23.86,1.06,89.56,15.14,1.71
2017-11-20,26.25,29.15,24.06,1.98,90.25,19.26,1.94
2017-11-21,25.94,28.1,24.47,2.89,92.15,16.23,2.21
2017-11-22,25.96,28.75,24.27,1.17,89.78,16.79,2.69
2017-11-23,26.03,30.09,23.04,0.06,85.87,18.35,2.41
2017-11-24,25.89,29.79,22.79,0.29,87.2,15.2,2.2
2017-11-25,25.37,28.14,23.47,1.46,86.99,15.3,3.03
2017-11-26,25.01,27.08,22.88,18.7,92.44,8.91,3.22
2017-11-27,26.28,28.85,25.01,11.44,91.11,11.78,2.75
2017-11-28,25.8,28.99,24.04,8.14,89.93,11.38,3.74
2017-11-29,25.75,27.98,23.78,24.81,92.19,8.68,4.08
2017-11-30,26.01,27.4,25.07,24.02,92.55,11.09,3.44
2017-12-01,26.0,27.31,25.04,41.31,94.21,7.72,2.73
2017-12-02,25.7,28.2,24.05,33.05,89.74,5.95,1.1
2017-12-03,24.97,27.18,23.62,6.2,90.19,10.74,2.67
2017-12-04,25.11,28.68,22.67,0.04,87.37,15.27,2.15
2017-12-05,25.08,28.57,22.23,1.47,89.61,14.25,2.37
2017-12-06,24.95,28.14,22.62,0.29,88.86,15.96,2.5
2017-12-07,23.96,28.02,20.73,0.01,88.24,14.51,2.24
2017-12-08,23.01,28.35,18.63,0.05,82.67,19.97,1.63
2017-12-09,24.15,29.14,19.34,0.01,76.54,19.08,0.94
2017-12-10,25.01,29.16,22.17,0.05,83.77,17.88,1.45
2017-12-11,25.3,29.48,21.92,0.21,86.81,19.28,1.46
2017-12-12,25.48,29.41,22.73,0.03,86.14,17.64,1.32
2017-12-13,25.2,29.17,22.43,0.0,87.22,16.56,1.72
2017-12-14,25.1,29.0,22.21,0.16,88.62,18.33,2.35
2017-12-15,25.09,28.63,22.78,0.34,88.99,9.61,3.06
2017-12-16,24.83,28.45,22.56,0.07,85.08,17.66,3.33
2017-12-17,24.32,27.75,21.92,0.04,83.74,12.7,3.54
2017-12-18,23.68,27.97,20.87,0.02,81.47,18.16,3.43
2017-12-19,23.96,27.21,21.05,2.72,87.02,11.58,3.77
2017-12-20,24.07,27.84,21.5,1.53,86.76,19.27,4.14
2017-12-21,23.22,27.72,19.67,6.6,88.78,9.05,3.72
2017-12-22,24.54,28.3,21.97,0.85,86.41,14.02,3.41
2017-12-23,23.97,27.75,21.05,0.11,82.68,17.44,3.12
2017-12-24,23.45,27.63,19.9,0.14,86.48,13.18,2.94
2017-12-25,24.28,28.36,21.23,0.61,87.21,11.47,3.52
2017-12-26,23.92,27.7,21.16,0.03,85.56,18.46,3.68
2017-12-27,23.5,27.21,20.83,0.01,85.0,16.86,3.17
2017-12-28,22.69,26.77,20.0,0.0,80.34,18.93,3.01
2017-12-29,23.25,27.7,20.03,0.0,80.84,15.09,2.83
2017-12-30,23.44,28.07,20.32,0.0,83.25,18.65,2.64
2017-12-31,23.62,28.39,19.71,0.01,87.9,19.33,2.33
2018-01-01,24.2,29.61,19.55,0.01,82.93,19.94,1.82
2018-01-02,24.32,29.37,20.18,0.01,84.53,18.52,1.85
2018-01-03,24.4,28.82,21.22,0.0,85.18,17.86,2.7
2018-01-04,23.6,28.26,20.18,0.0,80.95,17.52,2.85
2018-01-05,22.34,27.38,18.62,0.0,80.01,18.02,2.65
2018-01-06,22.11,27.51,17.79,0.0,75.95,17.25,2.34
2018-01-07,21.95,27.15,17.76,0.0,77.56,19.13,2.53
2018-01-08,22.43,27.74,17.29,0.04,81.6,18.92,2.93
2018-01-09,23.82,27.47,20.59,14.57,86.83,7.4,3.34
2018-01-10,24.8,28.55,22.75,6.26,88.65,12.39,3.29
2018-01-11,25.07,28.95,22.68,1.5,88.45,14.69,2.51
2018-01-12,24.88,28.63,22.38,0.42,86.96,19.86,2.5
2018-01-13,24.28,29.18,20.48,0.0,87.82,17.69,2.31
2018-01-14,23.66,29.04,19.47,0.01,85.85,20.46,2.27
2018-01-15,23.99,28.89,20.86,0.02,85.19,19.57,2.45
2018-01-16,24.08,29.23,20.31,0.0,85.06,15.88,2.1
2018-01-17,23.38,28.58,19.41,0.0,80.83,19.6,2.32
2018-01-18,22.27,27.97,17.5,0.0,78.61,21.26,2.8
2018-01-19,22.33,27.61,18.56,0.02,80.09,17.86,2.71
2018-01-20,22.17,27.75,17.49,0.01,80.02,19.51,2.54
2018-01-21,22.22,27.79,17.59,0.03,80.71,19.65,2.7
2018-01-22,22.87,28.73,18.0,0.03,79.19,18.43,2.4
2018-01-23,23.5,29.3,18.72,0.0,78.5,19.29,2.2
2018-01-24,23.71,29.42,19.31,0.0,79.5,18.76,2.31
2018-01-25,23.86,29.98,19.26,0.0,80.05,19.56,2.65
2018-01-26,23.46,29.86,18.51,0.0,77.67,19.3,2.41
2018-01-27,23.72,29.8,18.75,0.0,74.99,17.49,2.79
2018-01-28,24.05,29.43,20.33,0.0,77.13,17.8,3.08
2018-01-29,24.07,29.71,19.43,0.08,77.55,20.16,3.4
2018-01-30,23.8,30.04,19.44,0.01,74.47,21.52,3.38
2018-01-31,23.1,29.92,18.43,0.0,73.49,22.82,3.16
2018-02-01,22.49,30.06,16.6,0.0,75.95,23.4,2.58
2018-02-02,22.63,30.29,16.53,0.0,72.89,23.39,2.56
2018-02-03,22.65,29.76,16.84,0.0,73.79,22.31,2.55
2018-02-04,23.06,28.64,18.08,0.0,73.84,22.84,2.67
2018-02-05,24.5,30.4,19.77,0.01,73.87,19.88,3.07
2018-02-06,25.48,30.05,21.93,0.98,82.42,16.32,2.91
2018-02-07,26.03,30.11,23.04,2.48,83.53,16.18,1.79
2018-02-08,25.7,30.1,22.62,0.6,81.22,15.2,1.73
2018-02-09,25.67,31.54,22.06,0.0,77.86,21.39,1.78
2018-02-10,25.35,30.11,21.44,0.0,78.45,21.92,1.96
2018-02-11,25.9,30.42,22.31,0.01,77.17,20.95,2.18
2018-02-12,25.91,31.07,22.68,0.01,74.15,18.07,2.86
2018-02-13,25.09,29.43,22.12,0.0,76.73,18.27,2.59
2018-02-14,25.98,31.97,21.58,0.01,75.36,19.8,3.14
2018-02-15,25.97,31.76,22.08,0.06,76.19,19.96,3.57
2018-02-16,25.76,32.29,21.56,0.03,70.96,21.84,3.11
2018-02-17,25.11,31.74,20.92,0.0,75.0,21.68,2.11
2018-02-18,25.2,32.09,20.54,0.0,72.56,23.08,2.44
2018-02-19,24.6,31.67,19.26,0.0,73.07,23.23,2.63
2018-02-20,25.0,32.1,19.64,0.0,73.3,22.97,2.94
2018-02-21,24.99,32.26,19.98,0.0,71.78,23.51,2.58
2018-02-22,24.64,32.24,18.84,0.0,70.61,24.27,2.73
2018-02-23,24.85,32.16,19.09,0.01,71.67,24.42,2.74
2018-02-24,25.86,32.69,20.36,0.03,71.44,22.78,2.89
2018-02-25,26.6,32.89,22.1,0.32,71.91,23.69,3.43
2018-02-26,27.03,33.93,21.14,0.02,71.33,25.0,3.05
2018-02-27,27.17,33.74,22.02,0.15,72.63,23.13,2.81
2018-02-28,27.14,34.37,22.25,0.35,72.07,24.68,2.79
2018-03-01,27.04,34.24,21.62,0.13,70.83,24.67,2.46
2018-03-02,26.53,34.85,20.28,0.03,69.13,25.42,2.47
2018-03-03,26.65,35.3,20.08,0.01,65.36,25.37,2.0
2018-03-04,26.4,35.45,19.41,0.0,64.39,26.16,1.87
2018-03-05,26.32,34.92,20.16,0.0,65.94,26.65,2.15
2018-03-06,26.38,35.15,19.28,0.0,65.56,26.6,2.35
2018-03-07,26.94,34.82,20.98,0.03,70.59,24.64,2.35
2018-03-08,27.16,34.99,21.06,0.03,69.25,24.64,2.54
2018-03-09,27.3,34.96,21.38,0.03,69.97,21.14,2.81
2018-03-10,28.05,35.62,22.2,0.03,68.69,19.06,2.91
2018-03-11,27.98,35.02,22.85,0.07,71.01,22.14,2.84
2018-03-12,28.2,33.69,24.19,0.99,73.25,21.09,3.52
2018-03-13,27.93,31.79,25.12,2.22,74.01,17.01,2.83
2018-03-14,28.7,34.37,24.15,0.66,70.38,20.88,2.08
2018-03-15,28.96,33.9,24.9,0.65,70.69,21.9,2.15
2018-03-16,29.4,35.24,24.97,2.64,69.88,20.97,2.18
2018-03-17,27.12,29.37,25.3,4.08,78.41,11.09,2.25
2018-03-18,28.62,34.95,24.5,0.19,68.11,23.24,2.87
2018-03-19,28.31,34.88,23.4,0.0,63.93,24.48,2.62
2018-03-20,28.2,35.84,22.6,0.0,65.41,25.2,2.3
2018-03-21,29.31,37.82,22.7,0.0,60.44,24.39,1.49
2018-03-22,30.29,38.53,23.62,0.0,56.27,22.28,1.96
2018-03-23,30.52,36.66,25.84,0.12,62.03,21.19,2.46
2018-03-24,30.43,37.58,25.49,0.02,60.29,20.62,2.37
2018-03-25,29.14,36.41,23.92,0.0,63.92,22.05,2.59
2018-03-26,29.18,36.89,23.12,0.04,62.4,20.41,2.38
2018-03-27,29.66,35.39,24.94,0.19,68.8,22.51,1.98
2018-03-28,30.78,37.95,25.37,0.05,64.59,23.61,2.17
2018-03-29,31.08,38.35,25.32,0.03,63.86,23.79,2.34
2018-03-30,30.42,35.52,26.25,0.04,64.85,23.4,2.45
2018-03-31,30.94,38.05,25.76,0.43,66.47,22.8,2.55
2018-04-01,30.54,37.13,26.42,0.47,66.91,21.49,2.7
2018-04-02,30.44,37.09,25.94,0.08,66.67,21.71,2.37
2018-04-03,30.32,36.96,25.73,0.04,65.45,22.27,2.28
2018-04-04,30.38,37.61,25.07,0.01,63.95,24.02,2.22
2018-04-05,29.97,36.84,25.11,0.0,63.75,24.16,2.47
2018-04-06,30.31,37.81,24.55,0.0,61.46,21.23,2.21
2018-04-07,30.36,37.56,24.73,0.08,66.0,23.95,2.57
2018-04-08,30.07,35.95,25.42,0.31,66.58,23.5,2.9
2018-04-09,30.32,36.03,26.42,1.38,63.75,22.04,2.99
2018-04-10,29.59,34.38,26.14,5.11,71.16,22.08,2.72
2018-04-11,30.13,34.6,26.24,0.36,68.03,21.96,2.13
2018-04-12,30.23,36.2,26.19,0.46,67.73,22.03,2.42
2018-04-13,30.6,36.59,26.41,2.53,65.71,21.35,2.75
2018-04-14,30.24,35.16,26.44,2.16,67.63,19.9,2.28
2018-04-15,30.32,35.27,27.03,3.17,67.03,20.05,2.17
2018-04-16,29.93,34.41,26.59,0.84,70.11,22.17,1.86
2018-04-17,31.29,38.21,26.76,0.03,62.0,22.3,2.25
2018-04-18,31.96,39.37,26.09,0.05,59.39,24.5,2.55
2018-04-19,31.33,37.3,27.17,0.07,64.61,20.33,2.77
2018-04-20,32.06,39.38,26.5,0.36,61.3,22.71,2.86
2018-04-21,31.47,37.52,26.93,0.25,63.21,23.41,2.82
2018-04-22,32.16,38.84,27.19,0.18,60.12,25.33,2.64
2018-04-23,31.43,36.67,27.25,0.29,62.68,23.93,2.42
2018-04-24,31.97,38.97,26.47,0.05,60.42,24.98,2.63
2018-04-25,31.77,37.99,27.31,0.29,62.76,23.88,2.49
2018-04-26,31.89,38.17,27.13,0.59,62.16,23.75,2.6
2018-04-27,31.12,35.07,27.86,0.26,66.21,22.7,2.47
2018-04-28,31.43,36.49,26.98,0.28,62.79,22.86,2.93
2018-04-29,31.52,36.54,27.72,0.17,65.12,18.85,2.65
2018-04-30,32.72,38.94,27.62,1.09,60.07,23.25,3.25
2018-05-01,31.71,35.96,28.36,2.71,66.17,20.59,2.44
2018-05-02,31.34,35.08,28.15,0.63,68.02,19.66,1.84
2018-05-03,31.27,35.32,28.38,1.04,69.21,20.35,2.13
2018-05-04,30.85,36.25,27.03,2.54,68.25,20.34,2.3
2018-05-05,30.66,34.82,27.16,1.06,66.06,24.4,2.02
2018-05-06,30.64,34.6,27.26,1.34,65.66,23.59,2.72
2018-05-07,31.23,36.42,26.67,1.21,64.19,21.21,2.94
2018-05-08,30.9,34.65,27.47,2.59,64.67,21.3,2.7
2018-05-09,29.52,33.43,26.6,5.87,66.98,19.66,2.83
2018-05-10,29.07,33.34,25.42,6.72,72.69,22.29,2.54
2018-05-11,30.66,36.22,25.97,1.12,68.36,25.14,2.92
2018-05-12,31.09,35.88,26.98,0.6,66.67,23.81,2.47
2018-05-13,31.26,36.23,27.22,1.18,64.53,22.26,2.73
2018-05-14,31.31,36.83,26.59,3.67,64.14,23.65,2.38
2018-05-15,29.9,33.98,27.11,1.62,63.38,19.81,1.72
2018-05-16,29.95,34.33,26.54,0.96,68.35,23.14,1.92
2018-05-17,30.25,34.62,26.33,0.93,67.96,19.92,2.71
2018-05-18,30.71,35.24,26.36,0.32,64.56,20.08,3.01
2018-05-19,31.51,37.74,26.69,0.48,63.4,17.06,2.73
2018-05-20,32.27,38.5,26.94,1.24,61.64,22.2,2.44
2018-05-21,31.5,36.2,28.16,2.1,60.97,19.62,3.46
2018-05-22,31.73,37.32,27.05,3.11,60.78,19.35,2.17
2018-05-23,31.07,35.57,27.85,2.42,66.43,19.56,1.96
2018-05-24,30.39,34.3,26.81,2.22,68.84,17.95,1.89
2018-05-25,29.27,32.36,26.6,10.31,72.96,16.82,1.14
2018-05-26,28.88,31.69,26.33,1.47,74.74,18.52,1.91
2018-05-27,29.6,32.9,26.62,1.43,73.74,20.47,3.1
2018-05-28,29.43,32.48,27.22,1.3,75.88,23.77,4.32
2018-05-29,31.06,36.87,27.1,0.22,65.51,24.84,4.03
2018-05-30,31.78,37.19,26.99,0.04,61.19,23.83,3.88
2018-05-31,32.37,37.82,27.42,0.11,59.74,18.85,3.51
2018-06-01,30.78,34.21,27.87,1.41,67.24,18.79,2.86
2018-06-02,30.64,35.06,27.05,2.5,69.2,18.16,2.29
2018-06-03,30.23,35.42,27.13,6.9,69.59,17.67,3.19
2018-06-04,29.32,32.94,26.45,3.04,74.13,21.0,2.45
2018-06-05,29.94,34.47,26.15,3.95,70.19,21.53,2.7
2018-06-06,30.09,35.34,25.97,6.23,67.47,21.96,2.82
2018-06-07,30.46,35.97,25.77,3.8,63.93,19.33,4.12
2018-06-08,30.96,36.66,26.24,0.62,62.39,19.97,4.68
2018-06-09,30.19,34.36,27.08,0.53,63.99,17.43,5.72
2018-06-10,30.18,34.12,25.85,0.11,65.66,19.64,5.07
2018-06-11,30.94,35.73,26.94,0.18,63.71,18.16,5.32
2018-06-12,30.63,35.01,27.02,0.15,64.68,16.52,4.65
2018-06-13,30.26,34.96,26.75,0.09,62.67,18.68,4.57
2018-06-14,31.32,38.04,25.87,0.04,54.56,19.23,4.85
2018-06-15,31.65,38.21,26.09,0.38,52.06,18.11,4.42
2018-06-16,30.62,38.0,26.16,10.93,58.71,20.23,3.62
2018-06-17,29.7,35.27,24.96,3.22,60.68,22.16,3.95
2018-06-18,30.67,37.49,24.77,0.36,53.79,23.24,4.4
2018-06-19,30.84,36.67,25.43,0.45,59.92,22.94,4.32
2018-06-20,30.82,36.55,26.11,0.38,60.51,20.83,4.64
2018-06-21,29.82,34.2,26.34,0.93,64.04,20.67,3.78
2018-06-22,30.45,35.84,25.71,0.65,59.26,18.31,3.84
2018-06-23,31.19,37.51,25.94,0.15,55.39,18.65,3.93
2018-06-24,30.99,36.39,26.65,1.21,57.59,21.23,3.38
2018-06-25,30.45,36.11,25.25,0.88,54.92,22.19,4.11
2018-06-26,29.81,35.78,25.23,1.62,58.07,19.43,4.88
2018-06-27,30.42,36.12,25.99,1.68,58.33,17.46,4.25
2018-06-28,30.16,36.66,25.31,0.53,58.19,17.96,4.53
2018-06-29,30.19,36.07,25.89,0.73,58.17,20.63,2.65
2018-06-30,29.79,35.58,25.61,4.88,61.06,19.35,2.06
2018-07-01,28.94,33.45,25.17,12.26,70.6,19.23,1.91
2018-07-02,29.27,35.06,24.76,13.39,70.08,20.44,2.73
2018-07-03,28.26,33.0,24.41,11.51,73.41,22.41,2.42
2018-07-04,29.75,35.06,25.27,1.09,67.13,22.29,2.62
2018-07-05,30.27,36.38,25.3,0.63,63.11,24.28,3.11
2018-07-06,30.88,37.64,25.09,0.09,59.49,19.18,3.94
2018-07-07,29.57,33.83,26.46,0.0,60.34,14.24,4.56
2018-07-08,29.33,33.41,25.64,0.28,64.26,14.3,4.56
2018-07-09,29.12,33.24,26.06,1.0,68.01,17.43,4.8
2018-07-10,29.05,33.18,25.52,0.88,68.36,18.57,4.07
2018-07-11,29.05,33.79,25.18,0.45,65.7,13.55,5.46
2018-07-12,29.68,35.78,25.2,0.08,62.29,20.95,5.29
2018-07-13,30.2,36.67,25.46,0.32,62.48,16.93,4.89
2018-07-14,29.91,34.07,26.15,0.06,64.09,17.25,4.68
2018-07-15,29.86,34.47,26.28,0.04,62.97,15.97,5.62
2018-07-16,30.18,36.22,25.53,0.04,60.4,18.34,5.84
2018-07-17,30.79,37.4,25.89,0.3,56.16,20.54,6.1
2018-07-18,30.53,35.97,26.53,0.11,59.44,17.57,5.51
2018-07-19,30.17,35.62,26.5,2.6,62.82,15.46,4.95
2018-07-20,29.67,34.73,25.89,0.87,63.63,17.06,4.9
2018-07-21,30.35,35.9,26.32,0.02,60.42,16.29,5.34
2018-07-22,30.85,37.14,25.47,0.01,58.63,19.55,4.77
2018-07-23,31.3,37.9,25.82,0.28,57.66,18.47,4.47
2018-07-24,31.05,37.16,26.01,0.6,58.77,18.75,4.3
2018-07-25,31.1,37.18,26.34,0.8,58.52,22.17,3.81
2018-07-26,30.75,36.41,26.48,0.27,60.04,17.65,3.86
2018-07-27,30.97,37.0,26.03,0.08,58.22,15.86,4.03
2018-07-28,30.93,36.6,26.18,0.09,57.8,19.39,3.47
2018-07-29,30.69,35.55,26.88,0.23,60.5,18.43,3.8
2018-07-30,30.02,33.54,27.08,0.61,64.46,15.47,3.73
2018-07-31,29.98,34.17,26.64,4.2,62.89,17.51,3.98
2018-08-01,30.65,36.54,25.59,0.43,59.13,18.99,4.19
2018-08-02,31.28,38.21,25.8,0.39,57.38,20.37,3.69
2018-08-03,29.31,33.43,26.38,2.96,63.71,15.91,4.46
2018-08-04,30.55,37.23,24.68,0.62,56.08,18.92,3.67
2018-08-05,30.83,36.28,26.41,0.41,57.31,17.9,3.57
2018-08-06,31.24,37.87,26.01,0.39,55.23,19.91,5.41
2018-08-07,30.98,38.16,25.13,0.02,54.24,16.92,5.63
2018-08-08,30.53,36.78,25.87,0.1,56.09,18.66,5.53
